ID,Name,Offer Name,MINIMUM NIGHTS,MAXIMUM NIGHTS,VALID FROM,VALID TO,SINGLE BED,DOUBLE BED,Package,Offer type,Drinks,BB price,LAST MODIFICATION,MODIFIED BY,Priority,OFFER ON AGE,ACTIVE ?,Offer description,,Offer supplements,Offer tag
137,Terme Royal con spiaggia,29.08 da 1 a 7 notti al Terme Royal con spiaggia,1,7,29/08/2023,23/09/2023,93,108,"- Connessione Internet Wi-Fi - 2 piscine termali esterne (33°-36° C) - Vasca Jacuzzi esterna con idromassaggio - Percorso vascolare - Percorso benessere interno con: sauna, calidarium, frigidarium, docce aromatiche - Piscina termale coperta con idromass",Costo giornaliero,non incluse,,13/05/2023 16:59,Alexander Cannava,,"Infant 0-3,99 anni: gratis | 3°/4° letto bambini 4-12 anni: sconto 50% | 3°/4° letto dai 12 anni: sconto 30%",Yes,Sistemazione in camera standard - SPIAGGIA privata inclusa,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per ,"Camera Singola Euro 15,00 per persona al giorno | Doppia uso Singola Euro 25,00 a persona al giorno | Animali di piccola taglia taglia ammessi Euro 5,00 al giorno luoghi comuni si, spiaggia si (sotto sedia), ristorante no",SPIAGGIA INCLUSA - ISCHIA CENTRO - 4 STELLE - PISCINE TERMALI - TERME CONV. SSN
138,Terme Royal con spiaggia,23.09 da 1 a 7 notti al Terme Royal con spiaggia,1,7,23/09/2023,5/10/2023,72,87,"- Connessione Internet Wi-Fi - 2 piscine termali esterne (33°-36° C) - Vasca Jacuzzi esterna con idromassaggio - Percorso vascolare - Percorso benessere interno con: sauna, calidarium, frigidarium, docce aromatiche - Piscina termale coperta con idromass",Costo giornaliero,non incluse,,13/05/2023 17:00,Alexander Cannava,,"Infant 0-3,99 anni: gratis | 3°/4° letto bambini 4-12 anni: sconto 50% | 3°/4° letto dai 12 anni: sconto 30%",Yes,Sistemazione in camera standard - SPIAGGIA privata inclusa,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per ,"Camera Singola Euro 15,00 per persona al giorno | Doppia uso Singola Euro 25,00 a persona al giorno | Animali di piccola taglia taglia ammessi Euro 5,00 al giorno luoghi comuni si, spiaggia si (sotto sedia), ristorante no",SPIAGGIA INCLUSA - ISCHIA CENTRO - 4 STELLE - PISCINE TERMALI - TERME CONV. SSN
139,Terme Stella Maris,21.05 per 7 giorni al Terme Stella Maris,7,7,21/05/2023,28/05/2023,355,395,"Utilizzo della Piscina termale scoperta con idromassaggio e cascata cervicale - Utilizzo delle piscina termale coperta con idromassaggio, cascata cervicale e cromoterapia - Utilizzo della Jacuzzi con idromassaggio e cromoterapia - Accesso al bagno tuco - Accesso alla sauna - Accesso alla Doccia Emozionale - Accesso alla Doccia Scozzese - Terme Interne convenzionate SSN",Totale offerta,incluse,,13/05/2023 17:03,Alexander Cannava,,"Infant da 0 a 2,99 gratuiti | 3°/4° letto 3/11,99 anni sconto del 50% | 3°/4° letto dai 12 anni ai 17,99 sconto del 25% | 3°/4° letto dai 18 anni sconto del 10%",Yes,Sistemazione in camera standard,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Camera singola Euro 15,00 a notte | Camera Vista Mare Euro 12,00 a camera al giorno | Culla Euro 10,00 da regolare in loco",FRONTE MARE - VICINO AL CENTRO - PISCINE INCLUSE
140,Terme Stella Maris,28.05 per 7 giorni al Terme Stella Maris,7,7,28/05/2023,4/6/2023,415,455,"Utilizzo della Piscina termale scoperta con idromassaggio e cascata cervicale - Utilizzo delle piscina termale coperta con idromassaggio, cascata cervicale e cromoterapia - Utilizzo della Jacuzzi con idromassaggio e cromoterapia - Accesso al bagno tuco - Accesso alla sauna - Accesso alla Doccia Emozionale - Accesso alla Doccia Scozzese - Terme Interne convenzionate SSN",Totale offerta,incluse,,13/05/2023 17:07,Alexander Cannava,,"Infant da 0 a 2,99 gratuiti | 3°/4° letto 3/11,99 anni sconto del 50% | 3°/4° letto dai 12 anni ai 17,99 sconto del 25% | 3°/4° letto dai 18 anni sconto del 10%",Yes,Sistemazione in camera standard,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Camera singola Euro 15,00 a notte | Camera Vista Mare Euro 12,00 a camera al giorno | Culla Euro 10,00 da regolare in loco",FRONTE MARE - VICINO AL CENTRO - PISCINE INCLUSE
141,Terme Stella Maris,04.06 per 7 giorni al Terme Stella Maris,7,7,4/6/2023,11/6/2023,435,475,"Utilizzo della Piscina termale scoperta con idromassaggio e cascata cervicale - Utilizzo delle piscina termale coperta con idromassaggio, cascata cervicale e cromoterapia - Utilizzo della Jacuzzi con idromassaggio e cromoterapia - Accesso al bagno tuco - Accesso alla sauna - Accesso alla Doccia Emozionale - Accesso alla Doccia Scozzese - Terme Interne convenzionate SSN",Totale offerta,incluse,,13/05/2023 17:07,Alexander Cannava,,"Infant da 0 a 2,99 gratuiti | 3°/4° letto 3/11,99 anni sconto del 50% | 3°/4° letto dai 12 anni ai 17,99 sconto del 25% | 3°/4° letto dai 18 anni sconto del 10%",Yes,Sistemazione in camera standard,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Camera singola Euro 15,00 a notte | Camera Vista Mare Euro 12,00 a camera al giorno | Culla Euro 10,00 da regolare in loco",FRONTE MARE - VICINO AL CENTRO - PISCINE INCLUSE
142,Terme Stella Maris,18.06 per 7 giorni al Terme Stella Maris,7,7,18/06/2023,25/06/2023,455,505,"Utilizzo della Piscina termale scoperta con idromassaggio e cascata cervicale - Utilizzo delle piscina termale coperta con idromassaggio, cascata cervicale e cromoterapia - Utilizzo della Jacuzzi con idromassaggio e cromoterapia - Accesso al bagno tuco - Accesso alla sauna - Accesso alla Doccia Emozionale - Accesso alla Doccia Scozzese - Terme Interne convenzionate SSN",Totale offerta,incluse,,13/05/2023 17:08,Alexander Cannava,,"Infant da 0 a 2,99 gratuiti | 3°/4° letto 3/11,99 anni sconto del 50% | 3°/4° letto dai 12 anni ai 17,99 sconto del 25% | 3°/4° letto dai 18 anni sconto del 10%",Yes,Sistemazione in camera standard,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Camera singola Euro 15,00 a notte | Camera Vista Mare Euro 12,00 a camera al giorno | Culla Euro 10,00 da regolare in loco",FRONTE MARE - VICINO AL CENTRO - PISCINE INCLUSE
143,Terme Stella Maris,02.07 per 7 giorni al Terme Stella Maris,7,7,2/7/2023,9/7/2023,465,525,"Utilizzo della Piscina termale scoperta con idromassaggio e cascata cervicale - Utilizzo delle piscina termale coperta con idromassaggio, cascata cervicale e cromoterapia - Utilizzo della Jacuzzi con idromassaggio e cromoterapia - Accesso al bagno tuco - Accesso alla sauna - Accesso alla Doccia Emozionale - Accesso alla Doccia Scozzese - Terme Interne convenzionate SSN",Totale offerta,incluse,,13/05/2023 17:08,Alexander Cannava,,"Infant da 0 a 2,99 gratuiti | 3°/4° letto 3/11,99 anni sconto del 50% | 3°/4° letto dai 12 anni ai 17,99 sconto del 25% | 3°/4° letto dai 18 anni sconto del 10%",Yes,Sistemazione in camera standard,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Camera singola Euro 15,00 a notte | Camera Vista Mare Euro 12,00 a camera al giorno | Culla Euro 10,00 da regolare in loco",FRONTE MARE - VICINO AL CENTRO - PISCINE INCLUSE
144,Terme Stella Maris,16.07 per 7 giorni al Terme Stella Maris,7,7,16/07/2023,23/07/2023,555,615,"Utilizzo della Piscina termale scoperta con idromassaggio e cascata cervicale - Utilizzo delle piscina termale coperta con idromassaggio, cascata cervicale e cromoterapia - Utilizzo della Jacuzzi con idromassaggio e cromoterapia - Accesso al bagno tuco - Accesso alla sauna - Accesso alla Doccia Emozionale - Accesso alla Doccia Scozzese - Terme Interne convenzionate SSN",Totale offerta,incluse,,13/05/2023 17:09,Alexander Cannava,,"Infant da 0 a 2,99 gratuiti | 3°/4° letto 3/11,99 anni sconto del 50% | 3°/4° letto dai 12 anni ai 17,99 sconto del 25% | 3°/4° letto dai 18 anni sconto del 10%",Yes,Sistemazione in camera standard,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Camera singola Euro 15,00 a notte | Camera Vista Mare Euro 12,00 a camera al giorno | Culla Euro 10,00 da regolare in loco",FRONTE MARE - VICINO AL CENTRO - PISCINE INCLUSE
145,Terme Stella Maris,30.07 per 7 giorni al Terme Stella Maris,7,7,30/07/2023,6/8/2023,595,655,"Utilizzo della Piscina termale scoperta con idromassaggio e cascata cervicale - Utilizzo delle piscina termale coperta con idromassaggio, cascata cervicale e cromoterapia - Utilizzo della Jacuzzi con idromassaggio e cromoterapia - Accesso al bagno tuco - Accesso alla sauna - Accesso alla Doccia Emozionale - Accesso alla Doccia Scozzese - Terme Interne convenzionate SSN",Totale offerta,incluse,,13/05/2023 17:09,Alexander Cannava,,"Infant da 0 a 2,99 gratuiti | 3°/4° letto 3/11,99 anni sconto del 50% | 3°/4° letto dai 12 anni ai 17,99 sconto del 25% | 3°/4° letto dai 18 anni sconto del 10%",Yes,Sistemazione in camera standard,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Camera singola Euro 15,00 a notte | Camera Vista Mare Euro 12,00 a camera al giorno | Culla Euro 10,00 da regolare in loco",FRONTE MARE - VICINO AL CENTRO - PISCINE INCLUSE
146,Terme Stella Maris,06.08 per 7 giorni al Terme Stella Maris,7,7,6/8/2023,13/08/2023,635,705,"Utilizzo della Piscina termale scoperta con idromassaggio e cascata cervicale - Utilizzo delle piscina termale coperta con idromassaggio, cascata cervicale e cromoterapia - Utilizzo della Jacuzzi con idromassaggio e cromoterapia - Accesso al bagno tuco - Accesso alla sauna - Accesso alla Doccia Emozionale - Accesso alla Doccia Scozzese - Terme Interne convenzionate SSN",Totale offerta,incluse,,13/05/2023 19:09,Alexander Cannava,,"Infant da 0 a 2,99 gratuiti | 3°/4° letto 3/11,99 anni sconto del 50% | 3°/4° letto dai 12 anni ai 17,99 sconto del 25% | 3°/4° letto dai 18 anni sconto del 10%",Yes,Sistemazione in camera standard,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Camera singola Euro 15,00 a notte | Camera Vista Mare Euro 12,00 a camera al giorno | Culla Euro 10,00 da regolare in loco",FRONTE MARE - VICINO AL CENTRO - PISCINE INCLUSE
147,Terme Stella Maris,13.08 per 7 giorni al Terme Stella Maris,7,7,13/08/2023,20/08/2023,765,835,"Utilizzo della Piscina termale scoperta con idromassaggio e cascata cervicale - Utilizzo delle piscina termale coperta con idromassaggio, cascata cervicale e cromoterapia - Utilizzo della Jacuzzi con idromassaggio e cromoterapia - Accesso al bagno tuco - Accesso alla sauna - Accesso alla Doccia Emozionale - Accesso alla Doccia Scozzese - Terme Interne convenzionate SSN",Totale offerta,incluse,,13/05/2023 19:10,Alexander Cannava,,"Infant da 0 a 2,99 gratuiti | 3°/4° letto 3/11,99 anni sconto del 50% | 3°/4° letto dai 12 anni ai 17,99 sconto del 25% | 3°/4° letto dai 18 anni sconto del 10%",Yes,Sistemazione in camera standard,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Camera singola Euro 15,00 a notte | Camera Vista Mare Euro 12,00 a camera al giorno | Culla Euro 10,00 da regolare in loco",FRONTE MARE - VICINO AL CENTRO - PISCINE INCLUSE
148,Terme Stella Maris,20.08 per 7 giorni al Terme Stella Maris,7,7,20/08/2023,27/08/2023,765,835,"Utilizzo della Piscina termale scoperta con idromassaggio e cascata cervicale - Utilizzo delle piscina termale coperta con idromassaggio, cascata cervicale e cromoterapia - Utilizzo della Jacuzzi con idromassaggio e cromoterapia - Accesso al bagno tuco - Accesso alla sauna - Accesso alla Doccia Emozionale - Accesso alla Doccia Scozzese - Terme Interne convenzionate SSN",Totale offerta,incluse,,13/05/2023 19:10,Alexander Cannava,,"Infant da 0 a 2,99 gratuiti | 3°/4° letto 3/11,99 anni sconto del 50% | 3°/4° letto dai 12 anni ai 17,99 sconto del 25% | 3°/4° letto dai 18 anni sconto del 10%",Yes,Sistemazione in camera standard,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Camera singola Euro 15,00 a notte | Camera Vista Mare Euro 12,00 a camera al giorno | Culla Euro 10,00 da regolare in loco",FRONTE MARE - VICINO AL CENTRO - PISCINE INCLUSE
149,Terme Stella Maris,27.08 per 7 giorni al Terme Stella Maris,7,7,27/08/2023,3/9/2023,545,615,"Utilizzo della Piscina termale scoperta con idromassaggio e cascata cervicale - Utilizzo delle piscina termale coperta con idromassaggio, cascata cervicale e cromoterapia - Utilizzo della Jacuzzi con idromassaggio e cromoterapia - Accesso al bagno tuco - Accesso alla sauna - Accesso alla Doccia Emozionale - Accesso alla Doccia Scozzese - Terme Interne convenzionate SSN",Totale offerta,incluse,,13/05/2023 19:10,Alexander Cannava,,"Infant da 0 a 2,99 gratuiti | 3°/4° letto 3/11,99 anni sconto del 50% | 3°/4° letto dai 12 anni ai 17,99 sconto del 25% | 3°/4° letto dai 18 anni sconto del 10%",Yes,Sistemazione in camera standard,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Camera singola Euro 15,00 a notte | Camera Vista Mare Euro 12,00 a camera al giorno | Culla Euro 10,00 da regolare in loco",FRONTE MARE - VICINO AL CENTRO - PISCINE INCLUSE
150,Terme Stella Maris,10.09 per 7 giorni al Terme Stella Maris,7,7,10/9/2023,17/09/2023,415,455,"Utilizzo della Piscina termale scoperta con idromassaggio e cascata cervicale - Utilizzo delle piscina termale coperta con idromassaggio, cascata cervicale e cromoterapia - Utilizzo della Jacuzzi con idromassaggio e cromoterapia - Accesso al bagno tuco - Accesso alla sauna - Accesso alla Doccia Emozionale - Accesso alla Doccia Scozzese - Terme Interne convenzionate SSN",Totale offerta,incluse,,13/05/2023 19:11,Alexander Cannava,,"Infant da 0 a 2,99 gratuiti | 3°/4° letto 3/11,99 anni sconto del 50% | 3°/4° letto dai 12 anni ai 17,99 sconto del 25% | 3°/4° letto dai 18 anni sconto del 10%",Yes,Sistemazione in camera standard,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Camera singola Euro 15,00 a notte | Camera Vista Mare Euro 12,00 a camera al giorno | Culla Euro 10,00 da regolare in loco",FRONTE MARE - VICINO AL CENTRO - PISCINE INCLUSE
151,Terme Stella Maris,17.09 per 7 giorni al Terme Stella Maris,7,7,17/09/2023,24/09/2023,375,415,"Utilizzo della Piscina termale scoperta con idromassaggio e cascata cervicale - Utilizzo delle piscina termale coperta con idromassaggio, cascata cervicale e cromoterapia - Utilizzo della Jacuzzi con idromassaggio e cromoterapia - Accesso al bagno tuco - Accesso alla sauna - Accesso alla Doccia Emozionale - Accesso alla Doccia Scozzese - Terme Interne convenzionate SSN",Totale offerta,incluse,,13/05/2023 19:12,Alexander Cannava,,"Infant da 0 a 2,99 gratuiti | 3°/4° letto 3/11,99 anni sconto del 50% | 3°/4° letto dai 12 anni ai 17,99 sconto del 25% | 3°/4° letto dai 18 anni sconto del 10%",Yes,Sistemazione in camera standard,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Camera singola Euro 15,00 a notte | Camera Vista Mare Euro 12,00 a camera al giorno | Culla Euro 10,00 da regolare in loco",FRONTE MARE - VICINO AL CENTRO - PISCINE INCLUSE
152,Terme Stella Maris,17.09 per 7 giorni al Terme Stella Maris,7,7,17/09/2023,24/09/2023,375,415,"Utilizzo della Piscina termale scoperta con idromassaggio e cascata cervicale - Utilizzo delle piscina termale coperta con idromassaggio, cascata cervicale e cromoterapia - Utilizzo della Jacuzzi con idromassaggio e cromoterapia - Accesso al bagno tuco - Accesso alla sauna - Accesso alla Doccia Emozionale - Accesso alla Doccia Scozzese - Terme Interne convenzionate SSN",Totale offerta,incluse,,13/05/2023 19:13,Alexander Cannava,,"Infant da 0 a 2,99 gratuiti | 3°/4° letto 3/11,99 anni sconto del 50% | 3°/4° letto dai 12 anni ai 17,99 sconto del 25% | 3°/4° letto dai 18 anni sconto del 10%",Yes,Sistemazione in camera standard,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Camera singola Euro 15,00 a notte | Camera Vista Mare Euro 12,00 a camera al giorno | Culla Euro 10,00 da regolare in loco",FRONTE MARE - VICINO AL CENTRO - PISCINE INCLUSE
153,Terme Stella Maris,01.10 per 7 giorni al Terme Stella Maris,7,7,1/10/2023,8/10/2023,335,375,"Utilizzo della Piscina termale scoperta con idromassaggio e cascata cervicale - Utilizzo delle piscina termale coperta con idromassaggio, cascata cervicale e cromoterapia - Utilizzo della Jacuzzi con idromassaggio e cromoterapia - Accesso al bagno tuco - Accesso alla sauna - Accesso alla Doccia Emozionale - Accesso alla Doccia Scozzese - Terme Interne convenzionate SSN",Totale offerta,incluse,,13/05/2023 19:14,Alexander Cannava,,"Infant da 0 a 2,99 gratuiti | 3°/4° letto 3/11,99 anni sconto del 50% | 3°/4° letto dai 12 anni ai 17,99 sconto del 25% | 3°/4° letto dai 18 anni sconto del 10%",Yes,Sistemazione in camera standard,- 1 Giro dell'isola d'Ischia in Bus GT con un ora di sosta a San'Angelo - 1 Serata in pizzeria  - 1 Cadeaux di prodotti tipici Ischitani - 1 Trasferimento il giorno di partenza Hotel / Porto *omaggi per soggiorni minimo 7 notti per i primi due paganti per,"Camera singola Euro 15,00 a notte | Camera Vista Mare Euro 12,00 a camera al giorno | Culla Euro 10,00 da regolare in loco",FRONTE MARE - VICINO AL CENTRO - PISCINE INCLUSE
154,Hotel Internazionale,08.06 per 3 notti all'Hotel Internazionale,3,3,8/6/2023,11/6/2023,145,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:21,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",3 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
155,Hotel Internazionale,15.06 per 3 notti all'Hotel Internazionale,3,3,15/06/2023,18/06/2023,145,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:34,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",3 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
156,Hotel Internazionale,25.06 per 4 notti all'Hotel Internazionale,4,4,25/06/2023,29/06/2023,165,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:41,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",4 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
157,Hotel Internazionale,11.06 per 7 notti all'Hotel Internazionale,7,7,11/6/2023,18/06/2023,265,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:35,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",7 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
158,Hotel Internazionale,18.06 per 7 notti all'Hotel Internazionale,7,7,18/06/2023,25/06/2023,265,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:35,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",7 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
159,Hotel Internazionale,25.06 per 7 notti all'Hotel Internazionale,7,7,25/06/2023,2/7/2023,315,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:36,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",7 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
160,Hotel Internazionale,02.07 per 7 notti all'Hotel Internazionale,7,7,2/7/2023,9/7/2023,315,,- Connessione Internet Wi-Fi nelle aree comuni - Accesso alla piscina termale esterna - Utilizzo gratuito sdraio lettini ed ombrelloni a bordo piscina - Parcheggio fino ad esaurimento posti - Navetta da/per la spiaggia dei Maronti dal 19/6 al 16/09 ad ora,Totale offerta,non incluse,,13/05/2023 19:36,Alexander Cannava,,Infant 0/3 anni: gratis nel letto con i genitori | 3°/4° letto dai 3 anni ai 15 anni: sconto del 50% | 3°/4° letto dai 15 anni: sconto del 20%,Yes,Sistemazione in camera standard,,"Culla per infant Euro 10,00 al giorno da regolare in loco | Camera Singola Euro 15,00 al giorno | Vista panoramica Euro 20,00 a camera al giorno | La struttura accetta animali di piccola taglia fino a 5 kg, non hanno accesso alle aree comuni e bisogna tenerli nel trasportino",7 NOTTI ISCHIA - PISCINA ESTERNA - PARCHEGGIO
